"speaker","age","ethnicity","interviewer","logDigit","vowel","consonant","stress","foll_interval","logProp"
"21",21,"White","woman",0.01093994,"ey","t","stressed","vowel",-2.68799222223107
"15",25,"White","woman",0.024692613,"a","t","stressed","vowel",-2.09914371505008
"5",42,"White","woman",0.01093994,"a","t","stressed","vowel",-1.91114001699286
"11",33,"White","man",-0.056570351,"a","t","stressed","vowel",-1.51366545546105
"3",45,"White","man",-0.011060947,"i:","tsh","stressed","vowel",-2.3772202647211
"18",24,"notWhite","woman",-0.021223636,"a","k","stressed","vowel",-2.01141906073318
"18",24,"notWhite","woman",-0.021223636,"e","s","stressed","vowel",-1.73017834152395
"8",22,"White","man",-0.021223636,"e","s","stressed","vowel",-2.87741555908961
"12",22,"White","woman",-0.015113638,"e","s","stressed","vowel",-2.70149966602722
"12",22,"White","woman",-0.015113638,"e","s","stressed","vowel",-2.08398855131506
"1",40,"White","woman",-0.026343975,"o","k","stressed","vowel",-1.69678910618235
"15",25,"White","woman",0.024692613,"o","k","stressed","vowel",-1.83910532852878
"8",22,"White","man",-0.021223636,"u","f","stressed","vowel",-2.28191008475968
"22",34,"White","man",0.063913326,"u:","t","stressed","vowel",-1.3226686653373
"12",22,"White","woman",-0.015113638,"u:","t","stressed","vowel",-2.36973357949155
"20",27,"White","man",-0.074723546,"v","sh","stressed","vowel",-1.72518447228718
"12",22,"White","woman",-0.015113638,"a","k","stressed","vowel",-1.57721129192707
"6",44,"White","woman",-0.027371197,"ey","f","stressed","vowel",-3.32168187318764
"16",20,"White","woman",-0.043951888,"o:","s","stressed","vowel",-2.81295606811752
"16",20,"White","woman",-0.043951888,"a","tsh","stressed","vowel",-2.22610745149142
"3",45,"White","man",-0.011060947,"i:","k","stressed","vowel",-1.84076704829231
"1",40,"White","woman",-0.026343975,"e","k","stressed","vowel",-2.02411625691763
"11",33,"White","man",-0.056570351,"e","k","stressed","vowel",-2.42979468402687
"13",29,"White","man",-0.046043939,"i","k","stressed","vowel",-1.81167259545278
"20",27,"White","man",-0.074723546,"er","t","stressed","vowel",-2.8973663217901
"1",40,"White","woman",-0.026343975,"er","t","stressed","vowel",-3.20226808836101
"15",25,"White","woman",0.024692613,"i:","k","stressed","vowel",-2.87845939388288
"1",40,"White","woman",-0.026343975,"i","t","stressed","vowel",-2.6170784230265
"16",20,"White","woman",-0.043951888,"o:","t","stressed","vowel",-3.4928796700137
"18",24,"notWhite","woman",-0.021223636,"o:","t","stressed","vowel",-3.27122275059357
"14",44,"White","man",0.074179398,"a","f","stressed","vowel",-1.37727319257592
"3",45,"White","man",-0.011060947,"a","f","stressed","vowel",-2.68209932890572
"8",22,"White","man",-0.021223636,"a:","t","stressed","vowel",-3.57223759433091
"2",27,"White","woman",-0.0010005,"o","k","stressed","vowel",-2.379783915611
"13",29,"White","man",-0.046043939,"o","p","stressed","vowel",-2.8880458881828
"14",44,"White","man",0.074179398,"ey","t","stressed","vowel",-2.53742517366793
"20",27,"White","man",-0.074723546,"a","p","stressed","vowel",-2.44516445788797
"15",25,"White","woman",0.024692613,"e","s","stressed","vowel",-2.13071667914625
"13",29,"White","man",-0.046043939,"e","s","stressed","vowel",-1.52014171444337
"13",29,"White","man",-0.046043939,"ay","k","stressed","vowel",-2.97980208843414
"1",40,"White","woman",-0.026343975,"u","f","stressed","vowel",-2.98614741322031
"13",29,"White","man",-0.046043939,"u","f","stressed","vowel",-2.4331880246257
"4",32,"White","man",-0.049190244,"u","f","stressed","vowel",-2.04765008035366
"3",45,"White","man",-0.011060947,"u","f","stressed","vowel",-1.84235044124585
"4",32,"White","man",-0.049190244,"u","f","stressed","vowel",-2.23569085839727
"14",44,"White","man",0.074179398,"u","f","stressed","vowel",-2.62853469259564
"3",45,"White","man",-0.011060947,"u","f","stressed","vowel",-2.71423988115105
"4",32,"White","man",-0.049190244,"u","f","stressed","vowel",-1.83165079831656
"12",22,"White","woman",-0.015113638,"u","f","stressed","vowel",-2.86969674970702
"17",21,"White","woman",-0.012072581,"ey","k","stressed","vowel",-3.01389957720733
"22",34,"White","man",0.063913326,"o:","k","stressed","vowel",-3.4222016458662
"11",33,"White","man",-0.056570351,"i:","tsh","stressed","vowel",-3.84348708048634
"16",20,"White","woman",-0.043951888,"i:","tsh","stressed","vowel",-3.3073080882601
"20",27,"White","man",-0.074723546,"a","t","stressed","vowel",-2.63298566565355
"16",20,"White","woman",-0.043951888,"a","t","stressed","vowel",-1.71352788290346
"11",33,"White","man",-0.056570351,"a","t","stressed","vowel",-1.68068957827946
"1",40,"White","woman",-0.026343975,"a","t","stressed","vowel",-1.85998406311131
"11",33,"White","man",-0.056570351,"a","t","stressed","vowel",-1.61099919320563
"1",40,"White","woman",-0.026343975,"a","t","stressed","vowel",-1.22030237374149
"1",40,"White","woman",-0.026343975,"a","t","stressed","vowel",-1.45962563406661
"13",29,"White","man",-0.046043939,"a","t","stressed","vowel",-2.41676254226004
"11",33,"White","man",-0.056570351,"a","t","stressed","vowel",-2.61331279026998
"8",22,"White","man",-0.021223636,"i","s","stressed","vowel",-2.476012932314
"12",22,"White","woman",-0.015113638,"i","s","stressed","vowel",-1.85165761088114
"8",22,"White","man",-0.021223636,"i","s","stressed","vowel",-1.71691157843095
"5",42,"White","woman",0.01093994,"i","s","stressed","vowel",-2.10835667247184
"13",29,"White","man",-0.046043939,"ey","t","stressed","vowel",-2.66623267347572
"13",29,"White","man",-0.046043939,"ey","t","stressed","vowel",-2.89037175802419
"14",44,"White","man",0.074179398,"a","sh","stressed","vowel",-2.12574957396359
"1",40,"White","woman",-0.026343975,"o","k","stressed","vowel",-2.64192128159163
"8",22,"White","man",-0.021223636,"a","k","stressed","vowel",-2.12360089581181
"14",44,"White","man",0.074179398,"i","s","unstressed","vowel",-3.0826339953387
"3",45,"White","man",-0.011060947,"o","sh","stressed","vowel",-2.5563298955804
"1",40,"White","woman",-0.026343975,"o:","t","stressed","vowel",-3.74881179479342
"20",27,"White","man",-0.074723546,"i:","k","stressed","vowel",-1.83515878471523
"13",29,"White","man",-0.046043939,"i:","k","stressed","vowel",-2.6003638156138
"22",34,"White","man",0.063913326,"i:","k","stressed","vowel",-1.92504775819349
"12",22,"White","woman",-0.015113638,"i:","k","stressed","vowel",-1.6605672588344
"15",25,"White","woman",0.024692613,"i:","k","stressed","vowel",-2.27359755621454
"11",33,"White","man",-0.056570351,"i:","k","stressed","vowel",-2.32943653443109
"13",29,"White","man",-0.046043939,"i:","k","stressed","vowel",-1.38342565748011
"2",27,"White","woman",-0.0010005,"i:","k","stressed","vowel",-2.29277253864735
"2",27,"White","woman",-0.0010005,"i:","k","stressed","vowel",-2.34910510870293
"1",40,"White","woman",-0.026343975,"e","s","stressed","vowel",-2.08867764588258
"22",34,"White","man",0.063913326,"e","s","stressed","vowel",-2.042861018236
"3",45,"White","man",-0.011060947,"a","k","stressed","vowel",-1.95704900910247
"13",29,"White","man",-0.046043939,"i","tsh","stressed","vowel",-2.63556692499819
"2",27,"White","woman",-0.0010005,"i","tsh","stressed","vowel",-2.50366892642825
"16",20,"White","woman",-0.043951888,"i","tsh","stressed","vowel",-2.49199625104795
"3",45,"White","man",-0.011060947,"i","tsh","stressed","vowel",-2.02287119019013
"3",45,"White","man",-0.011060947,"i","tsh","stressed","vowel",-2.26282185984293
"2",27,"White","woman",-0.0010005,"ay","t","stressed","vowel",-1.61345667191965
"16",20,"White","woman",-0.043951888,"i","tsh","stressed","vowel",-3.14168618634118
"1",40,"White","woman",-0.026343975,"i","th","stressed","vowel",-2.3620085137536
"18",24,"notWhite","woman",-0.021223636,"er","k","stressed","vowel",-1.96463468542121
"14",44,"White","man",0.074179398,"er","k","stressed","vowel",-1.97408102568569
"13",29,"White","man",-0.046043939,"er","k","stressed","vowel",-1.83360481793276
"3",45,"White","man",-0.011060947,"er","k","stressed","vowel",-2.62783386716703
"16",20,"White","woman",-0.043951888,"er","k","stressed","vowel",-2.30783444898267
"13",29,"White","man",-0.046043939,"er","k","stressed","vowel",-1.91189495320279
"13",29,"White","man",-0.046043939,"e","k","stressed","vowel",-1.83423285650779
"20",27,"White","man",-0.074723546,"e","s","stressed","vowel",-2.38412833868404
"18",24,"notWhite","woman",-0.021223636,"e","s","stressed","vowel",-3.33559127154745
"14",44,"White","man",0.074179398,"e","s","stressed","vowel",-1.61998812311735
"13",29,"White","man",-0.046043939,"e","s","stressed","vowel",-1.05684287580204
"16",20,"White","woman",-0.043951888,"e","s","stressed","vowel",-2.55148114054818
"20",27,"White","man",-0.074723546,"e","s","stressed","vowel",-2.73892332599693
"4",32,"White","man",-0.049190244,"e","s","stressed","vowel",-1.73667771847718
"3",45,"White","man",-0.011060947,"e","s","stressed","vowel",-3.65815410998617
"22",34,"White","man",0.063913326,"e","s","stressed","vowel",-2.71222388868967
"16",20,"White","woman",-0.043951888,"e","s","stressed","vowel",-2.26756571894008
"3",45,"White","man",-0.011060947,"e","s","stressed","vowel",-3.21346828906827
"11",33,"White","man",-0.056570351,"i","t","stressed","vowel",-1.15235656474186
"19",30,"White","man",0.057136191,"i","t","stressed","vowel",-1.57871256841647
"11",33,"White","man",-0.056570351,"i","t","stressed","vowel",-1.97175515618052
"3",45,"White","man",-0.011060947,"o","t","stressed","vowel",-2.59083518607586
"3",45,"White","man",-0.011060947,"o","t","stressed","vowel",-1.51105391959238
"11",33,"White","man",-0.056570351,"o","t","stressed","vowel",-2.74319758908567
"11",33,"White","man",-0.056570351,"o","t","stressed","vowel",-2.81876222538188
"13",29,"White","man",-0.046043939,"o","t","stressed","vowel",-1.4730552834177
"13",29,"White","man",-0.046043939,"o","t","stressed","vowel",-2.19661326901969
"13",29,"White","man",-0.046043939,"o","t","stressed","vowel",-2.1860512768455
"13",29,"White","man",-0.046043939,"o","t","stressed","vowel",-2.60341563249027
"22",34,"White","man",0.063913326,"u","sh","stressed","vowel",-2.19541439249495
"3",45,"White","man",-0.011060947,"aw","th","stressed","vowel",-2.71814685140252
"15",25,"White","woman",0.024692613,"e","s","stressed","consonant",-1.79175946914814
"13",29,"White","man",-0.046043939,"e","f","stressed","consonant",-1.56260770574288
